20260500|M00001|A00001|17/05/2026||01|F001|13||1|12345678|Juan Pérez|0.00|466.10|0.00|83.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|550.00|PEN|1.000||||||||1|
20260500|M00002|A00002|18/05/2026||01|F001|11||1|45678901|ANULADO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20260500|M00003|A00003|18/05/2026||01|F001|12||1|76543210|Maria Lima|0.00|1779.66|0.00|320.34|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2100.00|PEN|1.000||||||||1|
20260500|M00004|A00004|19/05/2026||01|F001|1||1|12345678|Juan Pérez|0.00|1120.34|0.00|201.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1322.00|PEN|1.000||||||||1|
20260500|M00005|A00005|19/05/2026||01|F001|2||1|87654321|Ana Torres|0.00|466.10|0.00|83.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|550.00|PEN|1.000||||||||1|
20260500|M00006|A00006|19/05/2026||01|F001|3||1|87654321|Ana Torres|0.00|466.10|0.00|83.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|550.00|PEN|1.000||||||||1|
20260500|M00007|A00007|19/05/2026||01|F001|4||1|45678901|Carlos Rios|0.00|1120.34|0.00|201.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1322.00|PEN|1.000||||||||1|
20260500|M00008|A00008|19/05/2026||01|F001|5||1|87654321|Ana Torres|0.00|1120.34|0.00|201.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1322.00|PEN|1.000||||||||1|
20260500|M00009|A00009|19/05/2026||01|F001|6||1|12345678|Juan Pérez|0.00|466.10|0.00|83.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|550.00|PEN|1.000||||||||1|
20260500|M00010|A00010|19/05/2026||01|F001|7||1|87654321|Ana Torres|0.00|1120.34|0.00|201.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1322.00|PEN|1.000||||||||1|
20260500|M00011|A00011|19/05/2026||01|F001|8||1|87654321|Ana Torres|0.00|1120.34|0.00|201.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1322.00|PEN|1.000||||||||1|
20260500|M00012|A00012|19/05/2026||01|F001|9||1|12345678|Juan Pérez|0.00|466.10|0.00|83.90|0.00|0.00|0.00|0.00|0.00|0.00|0.00|550.00|PEN|1.000||||||||1|
20260500|M00013|A00013|19/05/2026||01|F001|10||1|87654321|Ana Torres|0.00|1120.34|0.00|201.66|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1322.00|PEN|1.000||||||||1|
20260600|M00014|A00014|29/06/2026||03|B001|1||1|12345678|Juan Pérez|0.00|1950.00|0.00|351.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2301.00|PEN|1.000||||||||1|
20260600|M00015|A00015|29/06/2026||01|F001|14||1|12345678|ANULADO|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|PEN|1.000||||||||2|
20260600|M00016|A00016|29/06/2026||01|F001|15||6|20209876545|Distribuidora Lima SRL|0.00|6810.00|0.00|1225.80|0.00|0.00|0.00|0.00|0.00|0.00|0.00|8035.80|PEN|1.000||||||||1|
